pert_id,MOA
BRD-K55569103,negative
BRD-K00196194,negative
BRD-K51592421,negative
BRD-K20347745,negative
BRD-K85943445,negative
BRD-K61164584,negative
BRD-K35404971,negative
BRD-K64428314,negative
BRD-K63140065,negative
BRD-K41597316,negative
BRD-K57339160,negative
BRD-K60056908,negative
BRD-K19526326,negative
BRD-K90361987,negative
BRD-K25866212,negative
BRD-K29890753,negative
BRD-K68219508,negative
BRD-K82933801,negative
BRD-K96659448,negative
BRD-K50079182,negative
BRD-K08614872,negative
BRD-K80112796,negative
BRD-K65900075,negative
BRD-K08508488,negative
BRD-K67733157,negative
BRD-K17197507,negative
BRD-K16588281,negative
BRD-K65200617,negative
BRD-K86956630,negative
BRD-K64831080,negative
BRD-K65368843,negative
BRD-K04873321,negative
BRD-K78944321,negative
BRD-K21707058,negative
BRD-K53582057,negative
BRD-K50929556,negative
BRD-K55343182,negative
BRD-K97424742,negative
BRD-K17863985,negative
BRD-K11880555,negative
BRD-K91339294,negative
BRD-K17266676,negative
BRD-K64120525,negative
BRD-K82781769,negative
BRD-K86265745,negative
BRD-K85736239,negative
BRD-K79992300,negative
BRD-K77053712,negative
BRD-K34952911,negative
BRD-K07734969,negative
BRD-K05032830,negative
BRD-K83183082,negative
BRD-K28370158,negative
BRD-K51202492,negative
BRD-K19645992,negative
BRD-K40576182,negative
BRD-K44968548,negative
BRD-K41767152,negative
BRD-K34095629,negative
BRD-K19203549,negative
BRD-K66288362,negative
BRD-K99259037,negative
BRD-K40507170,negative
BRD-K25876174,negative
BRD-K12857449,negative
BRD-K65750227,negative
BRD-K47277477,negative
BRD-K25485361,negative
BRD-K31931684,negative
BRD-K86578973,negative
BRD-K98833727,negative
BRD-K47692589,negative
BRD-K14721343,negative
BRD-K04061325,negative
BRD-K26212796,negative
BRD-K57180092,negative
BRD-K74299234,negative
BRD-K13943990,negative
BRD-K97717522,negative
BRD-K61655210,negative
BRD-K46807184,negative
BRD-K06550805,negative
BRD-K88809956,negative
BRD-K02257023,negative
BRD-K58532728,negative
BRD-K53223020,negative
BRD-K53980138,negative
BRD-K41215666,negative
BRD-K31900068,negative
BRD-K08813275,negative
BRD-K51068004,negative
BRD-K98238711,negative
BRD-K27433204,negative
BRD-K86078446,negative
BRD-K71240454,negative
BRD-K74101931,negative
BRD-K79512815,negative
BRD-K59974052,negative
BRD-K12873970,negative
BRD-K67794838,negative
BRD-K23713813,negative
BRD-K34836852,negative
BRD-K43637338,negative
BRD-K83025131,negative
BRD-K79927100,negative
BRD-K27788917,negative
BRD-K26862028,negative
BRD-K90469014,negative
BRD-K18532833,negative
BRD-K71505729,negative
BRD-K28641265,negative
BRD-K42902917,negative
BRD-K10486333,negative
BRD-K24257383,negative
BRD-K52812196,negative
BRD-K14744524,negative
BRD-K39144410,negative
BRD-K14161261,negative
BRD-K35727710,negative
BRD-K07852185,negative
BRD-K25097708,negative
BRD-K38725747,negative
BRD-K27803932,negative
BRD-K66357706,negative
BRD-K50832163,negative
BRD-K03727241,negative
BRD-K36618304,negative
BRD-K22650859,negative
BRD-K64257929,negative
BRD-K19808762,negative
BRD-K35885715,negative
BRD-K02290471,negative
BRD-K97994060,negative
BRD-K74556269,negative
BRD-K56051237,negative
BRD-K07497357,negative
BRD-K20877010,negative
BRD-K07276035,negative
BRD-K13019660,negative
BRD-K24338558,negative
BRD-K57127959,negative
BRD-K82050323,negative
BRD-K94834134,negative
BRD-K26273696,negative
BRD-K61185334,negative
BRD-K21643869,negative
BRD-K58679476,negative
BRD-K23073505,negative
BRD-K13464529,negative
BRD-K78777980,negative
BRD-K70407915,negative
BRD-K16503119,negative
BRD-K67314051,negative
BRD-K77644960,negative
BRD-K39659850,negative
BRD-K01916633,negative
BRD-K26381032,negative
BRD-K03373081,negative
BRD-K18699770,negative
BRD-K45200389,negative
BRD-K45591070,negative
BRD-K95105171,negative
BRD-K41042783,negative
BRD-K30357474,negative
BRD-K47686040,negative
BRD-K04309313,negative
BRD-K34174785,negative
BRD-K45265806,negative
BRD-K15695045,negative
BRD-K52918979,negative
BRD-K47533800,negative
BRD-K78633583,negative
BRD-K24199200,negative
BRD-K75620843,negative
BRD-K45937240,negative
BRD-K05886700,negative
BRD-K88104720,negative
BRD-K81858438,negative
BRD-K92818291,negative
BRD-K42136113,negative
BRD-K44760520,negative
BRD-K52908798,negative
BRD-M95331451,negative
BRD-K97630236,negative
BRD-K45656768,negative
BRD-K74998149,negative
BRD-K72425572,negative
BRD-K22598343,negative
BRD-K89896024,negative
BRD-K58098983,negative
BRD-K70153099,negative
BRD-K72766058,negative
BRD-K93061442,negative
BRD-K46792957,negative
BRD-K64021372,negative
BRD-K34898609,negative
BRD-K57169040,negative
BRD-K99842945,negative
BRD-K66602457,negative
BRD-K56298028,negative
BRD-K35589880,negative
BRD-K53839527,negative
BRD-K68731612,negative
BRD-K40708745,negative
BRD-K46273627,negative
BRD-K87765798,negative
BRD-K14499901,negative
BRD-K57572982,negative
BRD-K70558234,negative
BRD-K32712332,negative
BRD-K66641352,negative
BRD-K83874987,negative
BRD-K88495921,negative
BRD-K22435870,negative
BRD-K91501298,negative
BRD-K92202681,negative
BRD-K01093405,negative
BRD-K85114251,negative
BRD-K75985729,negative
BRD-K72463020,negative
BRD-K06475386,negative
BRD-K60783789,negative
BRD-K12266212,negative
BRD-K37684537,negative
BRD-K76103468,negative
BRD-K14428604,negative
BRD-K34544769,negative
BRD-K64290134,negative
BRD-K51201721,negative
BRD-K64180195,negative
BRD-K12187358,negative
BRD-K49919280,negative
BRD-K73664775,negative
BRD-K38589316,negative
BRD-K52862624,negative
BRD-K29107762,negative
BRD-K19973268,negative
BRD-K31903015,negative
BRD-K89284683,negative
BRD-K71894218,negative
BRD-K57873755,negative
BRD-K57408604,negative
BRD-K64551861,negative
BRD-K55624132,negative
BRD-K92269212,negative
BRD-K91633589,negative
BRD-K99100793,negative
BRD-K71710045,negative
BRD-K84992272,negative
BRD-K61050695,negative
BRD-K06062006,negative
BRD-K75621129,negative
BRD-K86770334,negative
BRD-K43436404,negative
BRD-K10849007,negative
BRD-K43036943,negative
BRD-K03155021,negative
BRD-K80012633,negative
BRD-K26087938,negative
BRD-K21991827,negative
BRD-K76896049,negative
BRD-K20307883,negative
BRD-K09253654,negative
BRD-K14738608,negative
BRD-K41952303,negative
BRD-K83860226,negative
BRD-K27775808,negative
BRD-K08002976,negative
BRD-K70751829,negative
BRD-K69817449,negative
BRD-K17583574,negative
BRD-K08722369,negative
BRD-K30180607,negative
BRD-K16567490,negative
BRD-K55341184,negative
BRD-M51208417,negative
BRD-K48723823,negative
BRD-K19396909,negative
BRD-K62083683,negative
BRD-K77899084,negative
BRD-K07275921,negative
BRD-K47724900,negative
BRD-K53443165,negative
BRD-K67197636,negative
BRD-K24946412,negative
BRD-K35829399,negative
BRD-K60002786,negative
BRD-K18942395,negative
BRD-K68741898,negative
BRD-K22721982,negative
BRD-K36899442,negative
BRD-K75580081,negative
BRD-K86516784,negative
BRD-K41885374,negative
BRD-K20119687,negative
BRD-K43992612,negative
BRD-K87524836,negative
BRD-K26298689,negative
BRD-K32401097,negative
BRD-K73871495,negative
BRD-K92770212,negative
BRD-K69021148,negative
BRD-M17304464,negative
BRD-K89107430,negative
BRD-K83896715,negative
BRD-K97492549,negative
BRD-K57476317,negative
BRD-K22345692,negative
BRD-K16514883,negative
BRD-K21682170,negative
BRD-K83756286,negative
BRD-K29211776,negative
BRD-K48332509,negative
BRD-K02419152,negative
BRD-K92541860,negative
BRD-K96021399,negative
BRD-K15845256,negative
BRD-K76132378,negative
BRD-K63216438,negative
BRD-K59207957,negative
BRD-K30312461,negative
BRD-K15825608,negative
BRD-K55637344,negative
BRD-K41028488,negative
BRD-K41440211,negative
BRD-K69441986,negative
BRD-K73601942,negative
BRD-K65354878,negative
BRD-K86895142,negative
BRD-K75090853,negative
BRD-K58743986,negative
BRD-K67094066,negative
BRD-K48279074,negative
BRD-K01626010,negative
BRD-K29911749,negative
BRD-K03548778,negative
BRD-K86379744,negative
BRD-K86344535,negative
BRD-K50462936,negative
BRD-K62768599,negative
BRD-K20578716,negative
BRD-K90528929,negative
BRD-K78954318,negative
BRD-K52076988,negative
BRD-K44755254,negative
BRD-K78419283,negative
BRD-K58079191,negative
BRD-K95985487,negative
BRD-K21163701,negative
BRD-K77596635,negative
BRD-K20065789,negative
BRD-K80890401,negative
BRD-A95489119,negative
BRD-K23801936,negative
BRD-K93203589,negative
BRD-K35970781,negative
BRD-K69827766,negative
BRD-K86524002,negative
BRD-K74868206,negative
BRD-K37813153,negative
BRD-K92801790,negative
BRD-K86573519,negative
BRD-K28036193,negative
BRD-K71353148,negative
BRD-K16344244,negative
BRD-M90541854,negative
BRD-K98245381,negative
BRD-K45056194,negative
BRD-K94303022,negative
BRD-K85565420,negative
BRD-K87449521,negative
BRD-K57519495,negative
BRD-K39245862,negative
BRD-K51791261,negative
BRD-K27064849,negative
BRD-K27363274,negative
BRD-K40918107,negative
BRD-K36217065,negative
BRD-K52457887,negative
BRD-K66052559,negative
BRD-K57616212,negative
BRD-K00867929,negative
BRD-K65729053,negative
BRD-K12440008,negative
BRD-K12057275,negative
BRD-K36160951,negative
BRD-K46774516,negative
BRD-M54814689,negative
BRD-K61925563,negative
BRD-K83468907,negative
BRD-K44980533,negative
BRD-K35210537,negative
BRD-K11436949,negative
BRD-K59453266,negative
BRD-K40676967,negative
BRD-K13304927,negative
BRD-K86693846,negative
BRD-K86300178,negative
BRD-K00575615,negative
BRD-K65127260,negative
BRD-K10856568,negative
BRD-K80201761,negative
BRD-K51004501,negative
BRD-K45525014,negative
BRD-K57134435,negative
BRD-K73281599,negative
BRD-K31462841,negative
BRD-K30891382,negative
BRD-K09703570,negative
BRD-K51522005,negative
BRD-K35176035,negative
BRD-K97448504,negative
BRD-K89222788,negative
BRD-K82521114,negative
BRD-K72783054,negative
BRD-M88044810,negative
BRD-K64615396,negative
BRD-K59550348,negative
BRD-K90233481,negative
BRD-K05649470,negative
BRD-K57016057,negative
BRD-K14336497,negative
BRD-K37487131,negative
BRD-K50639228,negative
BRD-K38851002,negative
BRD-K45850369,negative
BRD-K51643619,negative
BRD-K66378473,negative
BRD-K75772012,negative
BRD-K38615358,negative
BRD-K68359762,negative
BRD-K57345537,negative
BRD-K58227367,negative
BRD-K36951400,negative
BRD-K69054398,negative
BRD-K70751797,negative
BRD-K69692345,negative
BRD-K29452018,negative
BRD-K65548588,negative
BRD-K77631079,negative
BRD-K90671064,negative
BRD-K93468393,negative
BRD-K82462147,negative
BRD-K35247118,negative
BRD-K00347903,negative
BRD-K13226037,negative
BRD-K82226238,negative
BRD-K39947788,negative
BRD-K92431661,negative
BRD-K49098390,negative
BRD-K37639981,negative
BRD-K60734771,negative
BRD-K00119817,negative
BRD-K29390829,negative
BRD-K57218871,negative
BRD-K04006812,negative
BRD-K84836616,negative
BRD-K97657359,negative
BRD-K76485827,negative
BRD-K39475284,negative
BRD-K74291148,negative
BRD-K88352009,negative
BRD-K36150982,negative
BRD-K87175237,negative
BRD-K37777176,negative
BRD-K71197999,negative
BRD-K91292927,negative
BRD-K99333268,negative
BRD-K02653676,negative
BRD-K77125349,negative
BRD-K66261897,negative
BRD-K45628229,negative
BRD-K10846668,negative
BRD-K59519347,negative
BRD-K90848748,negative
BRD-K94685656,negative
BRD-K90898708,negative
BRD-K43732469,negative
BRD-K59680547,negative
BRD-K76825413,negative
BRD-K42379673,negative
BRD-K24496965,negative
BRD-K12633506,negative
BRD-K29285912,negative
BRD-K75856618,negative
BRD-K44781836,negative
BRD-K21017376,negative
BRD-K34055449,negative
BRD-K61342953,negative
BRD-K75596743,negative
BRD-K73515365,negative
BRD-K42397226,negative
BRD-K93164329,negative
BRD-K91674938,negative
BRD-K12450081,negative
BRD-K60520051,negative
BRD-K46814258,negative
BRD-K95896215,negative
BRD-K36691793,negative
BRD-K33711030,negative
BRD-K95798815,negative
BRD-K33368990,negative
BRD-K78013650,negative
BRD-K89146275,negative
BRD-K75152103,negative
BRD-K92205342,negative
BRD-K98321674,negative
BRD-K01678149,negative
BRD-K06559861,negative
BRD-K57204946,negative
BRD-K54061956,negative
BRD-K83033340,negative
BRD-K92498491,negative
BRD-K43188042,negative
BRD-K89833083,negative
BRD-K18345986,negative
BRD-K25631986,negative
BRD-K00468432,negative
BRD-K30316035,negative
BRD-K91809691,negative
BRD-K19016650,negative
BRD-K36512157,negative
BRD-K67269534,negative
BRD-K76960042,negative
BRD-K15811513,negative
BRD-K69372544,negative
BRD-K72373843,negative
BRD-K36091499,negative
BRD-K36192494,negative
BRD-K86194107,negative
BRD-K94766424,negative
BRD-K29143341,negative
BRD-K97722965,negative
BRD-K30079954,negative
BRD-K30509186,negative
BRD-K99615821,negative
BRD-K52653383,negative
BRD-K30860517,negative
BRD-K90702747,negative
BRD-K75828577,negative
BRD-K26319806,negative
BRD-K86466947,negative
BRD-K49956785,negative
BRD-K39148257,negative
BRD-K15713104,negative
BRD-K28187112,negative
BRD-K48775846,negative
BRD-K81930842,negative
BRD-K12251642,negative
BRD-K82166043,negative
BRD-K27735716,negative
BRD-K58472651,negative
BRD-K69420053,negative
BRD-K35789946,negative
BRD-K88962898,negative
BRD-K30040610,negative
BRD-K44098776,negative
BRD-K37529519,negative
BRD-K51179640,negative
BRD-K71357056,negative
BRD-K16605233,negative
BRD-K98758861,negative
BRD-K13648806,negative
BRD-K41790019,negative
BRD-K09613355,negative
BRD-K94669078,negative
BRD-K51392039,negative
BRD-K45383235,negative
BRD-K76718418,negative
BRD-K72795491,negative
BRD-K23011225,negative
BRD-K66803141,negative
BRD-K87400432,negative
BRD-K24205443,negative
BRD-K53792011,negative
BRD-A92729194,negative
BRD-K56584267,negative
BRD-K77221189,negative
BRD-K50648023,negative
BRD-K10645566,negative
BRD-K79379353,negative
BRD-K87539610,negative
BRD-K97359152,negative
BRD-K27610514,negative
BRD-K40750649,negative
BRD-K64558129,negative
BRD-K92096002,negative
BRD-K05625127,negative
BRD-K55078218,negative
BRD-K91773518,negative
BRD-K79345052,negative
BRD-K81403739,negative
BRD-K30231186,negative
BRD-K59831227,negative
BRD-K03321770,negative
BRD-K03804563,negative
BRD-K60413918,negative
BRD-K95838867,negative
BRD-K52117630,negative
BRD-K85449516,negative
BRD-K45740917,negative
BRD-K32434708,negative
BRD-K08472586,negative
BRD-K47234370,negative
BRD-K66413861,negative
BRD-K48116811,negative
BRD-A99879977,negative
BRD-K45138525,negative
BRD-K98711518,negative
BRD-K12108140,negative
BRD-K65813884,negative
BRD-K64997042,negative
BRD-K84715825,negative
BRD-K87554792,negative
BRD-K15989099,negative
BRD-K54864501,negative
BRD-K48755012,negative
BRD-K20766305,negative
BRD-K48733306,negative
BRD-K05690403,negative
BRD-K13591554,negative
BRD-K84994827,negative
BRD-K28013436,negative
BRD-K89551737,negative
BRD-K59562667,negative
BRD-K62951188,negative
BRD-K63865470,negative
BRD-K32816753,negative
BRD-K26817071,negative
BRD-K68776823,negative
BRD-K31695944,negative
BRD-K60706752,negative
BRD-K43626867,negative
BRD-K09779552,negative
BRD-K14261052,negative
BRD-K62114978,negative
BRD-K31039264,negative
BRD-K12973880,negative
BRD-K69892607,negative
BRD-K71819159,negative
BRD-K89000102,negative
BRD-K38304289,negative
BRD-K87886529,negative
BRD-K27424042,negative
BRD-K82736385,negative
BRD-K56384721,negative
BRD-K54935014,negative
BRD-K66907139,negative
BRD-K52564648,negative
BRD-K71493061,negative
BRD-K05745800,negative
BRD-K01187795,negative
BRD-K66457675,negative
BRD-K31621670,negative
BRD-K96061818,negative
BRD-K71216533,negative
BRD-K31846842,negative
BRD-K91044787,negative
BRD-K57476701,negative
BRD-M40773246,negative
BRD-K90234489,negative
BRD-K22033912,negative
BRD-K41863121,negative
BRD-K93993903,negative
BRD-K40567080,negative
BRD-K25644061,negative
BRD-K37145632,negative
BRD-K30106607,negative
BRD-K91104058,negative
BRD-K28421747,negative
BRD-K55187504,negative
BRD-K14781269,negative
BRD-K14997413,negative
BRD-K91899208,negative
BRD-K96708215,negative
BRD-K30150248,negative
BRD-K05657439,negative
BRD-K91775327,negative
BRD-K06900263,negative
BRD-K44843438,negative
BRD-K28135985,negative
BRD-K46730958,negative
BRD-K30600059,negative
BRD-K29609299,negative
BRD-K61556970,negative
BRD-K36777393,negative
BRD-K27096101,negative
BRD-K18327813,negative
BRD-K21968411,negative
BRD-K00436546,negative
BRD-K53813421,negative
BRD-K72356321,negative
BRD-A26583774,negative
BRD-K24017250,negative
BRD-K99517495,negative
BRD-K78657294,negative
BRD-K75707803,negative
BRD-K46205969,negative
BRD-K21216453,negative
BRD-K70055050,negative
BRD-K85200143,negative
BRD-K36726271,negative
BRD-K83481956,negative
BRD-K12936425,negative
BRD-K54092557,negative
BRD-K69414416,negative
BRD-K59848706,negative
BRD-K35854261,negative
BRD-K63921140,negative
BRD-K27961885,negative
BRD-K51328581,negative
BRD-K75486920,negative
BRD-K48270072,negative
BRD-K44446302,negative
BRD-K44480322,negative
BRD-K17546203,negative
BRD-K20877213,negative
BRD-K50149017,negative
BRD-K09167509,negative
BRD-K94161851,negative
BRD-K10055064,negative
BRD-K32297746,negative
BRD-K45386827,negative
BRD-K03464662,negative
BRD-K62358627,negative
BRD-K27428408,negative
BRD-K94435288,negative
BRD-K19960610,negative
BRD-K47724214,negative
BRD-K49014970,negative
BRD-K17910135,negative
BRD-K14061746,negative
BRD-K92666980,negative
BRD-K56379049,negative
BRD-K32069250,negative
BRD-K28831272,negative
BRD-K16782770,negative
BRD-K54560380,negative
BRD-A02836799,negative
BRD-K49258369,negative
BRD-K98869108,negative
BRD-K96839003,negative
BRD-K57792211,negative
BRD-K22595386,negative
BRD-K07476834,negative
BRD-K46005840,negative
BRD-K75867134,negative
BRD-K32480492,negative
BRD-K51712294,negative
BRD-K82899766,negative
BRD-K95434109,negative
BRD-K42466986,negative
BRD-K92732825,negative
BRD-K49430514,negative
BRD-K50012739,negative
BRD-K55667009,negative
BRD-K51849024,negative
BRD-K87258520,negative
BRD-K51019170,negative
BRD-K24486079,negative
BRD-K64070950,negative
BRD-K39422601,negative
BRD-K43396185,negative
BRD-K25420921,negative
BRD-K12696543,negative
BRD-K48840041,negative
BRD-K57308809,negative
BRD-K67123444,negative
BRD-K56592974,negative
BRD-K02655584,negative
BRD-K53923090,negative
BRD-K34758135,negative
BRD-K51502980,negative
BRD-K24196267,negative
BRD-K87687716,negative
BRD-K57228329,negative
BRD-K91007808,negative
BRD-K69142462,negative
BRD-K30055322,negative
BRD-K20624574,negative
BRD-K42899395,negative
BRD-K95935686,negative
BRD-K31310964,negative
BRD-K53756103,negative
BRD-K47728674,negative
BRD-K09989112,negative
BRD-K81974123,negative
BRD-K50965411,negative
BRD-K96989541,negative
BRD-K09996575,negative
BRD-K40892926,negative
BRD-K79275879,negative
BRD-K97440159,negative
BRD-K83121797,negative
BRD-K53228569,negative
BRD-K71271296,negative
BRD-K88606952,negative
BRD-K36289461,negative
BRD-K17808354,negative
BRD-K27483344,negative
BRD-K28249211,negative
BRD-K29996103,negative
BRD-K16506804,negative
BRD-K30025108,negative
BRD-K98695146,negative
BRD-K28739456,negative
BRD-K74055572,negative
BRD-K51031805,negative
BRD-K06250012,negative
BRD-K75023015,negative
BRD-K57230817,negative
BRD-K65873444,negative
BRD-K13848456,negative
BRD-K37654434,negative
BRD-K50670216,negative
BRD-K20806007,negative
BRD-K40123785,negative
BRD-K13141487,negative
BRD-K91738126,negative
BRD-K98998964,negative
BRD-M08461891,negative
BRD-K46176518,negative
BRD-K86816409,negative
BRD-K19755908,negative
BRD-K40704255,negative
BRD-K30347205,negative
BRD-K68552135,negative
BRD-K12497208,negative
BRD-K02548021,negative
BRD-K15029638,negative
BRD-K39548949,negative
BRD-K24161447,negative
BRD-K28185108,negative
BRD-K13468108,negative
BRD-K22836524,negative
BRD-K21980308,negative
BRD-K04798077,negative
BRD-K11133230,negative
BRD-K60732356,negative
BRD-K22854278,negative
BRD-K78778188,negative
BRD-K45888106,negative
BRD-K86530412,negative
BRD-K25234731,negative
BRD-K50011261,negative
BRD-K27543325,negative
BRD-K86420846,negative
BRD-K25481209,negative
BRD-K15234779,negative
BRD-K18876264,negative
BRD-K84505894,negative
BRD-K37106459,negative
BRD-K02043218,negative
BRD-K92209998,negative
BRD-K78603235,negative
BRD-K18321170,negative
BRD-K60751982,negative
BRD-K07462139,negative
BRD-K12570990,negative
BRD-K25090764,negative
BRD-K86107831,negative
BRD-K63448182,negative
BRD-K86023266,negative
BRD-K71625503,negative
BRD-K15013036,negative
BRD-K92635027,negative
BRD-K80503839,negative
BRD-K35290760,negative
BRD-K08094365,negative
BRD-K41423295,negative
BRD-K57627685,negative
BRD-K62214646,negative
BRD-K72383170,negative
BRD-K58576935,negative
BRD-K38051696,negative
BRD-K39158408,negative
BRD-K85588347,negative
BRD-K77304272,negative
BRD-K57017252,negative
BRD-K29060081,negative
BRD-K59336577,negative
BRD-K05531636,negative
BRD-K24750847,negative
BRD-K72391864,negative
BRD-K47423282,negative
BRD-K46370825,negative
BRD-K95147502,negative
BRD-K05745188,negative
BRD-A35769934,negative
BRD-K23543378,negative
BRD-K97787842,negative
BRD-K55232867,negative
BRD-K30723822,negative
BRD-K94643104,negative
BRD-K14678536,negative
BRD-K00549770,negative
BRD-K59453031,negative
BRD-K52047117,negative
BRD-K45058329,negative
BRD-K69589246,negative
BRD-K15126665,negative
BRD-K22801678,negative
BRD-K91395443,negative
BRD-K82881395,negative
BRD-K48105325,negative
BRD-K08781018,negative
BRD-K03209844,negative
BRD-K54003568,negative
BRD-K29438074,negative
BRD-K99681782,negative
BRD-K85347477,negative
BRD-K82989800,negative
BRD-K37280550,negative
BRD-K94465870,negative
BRD-K97805274,negative
BRD-K67344967,negative
BRD-K04937680,negative
BRD-K48835133,negative
BRD-K97865175,negative
BRD-K25161864,negative
BRD-K59995645,negative
BRD-K63091163,negative
BRD-K21305994,negative
BRD-K45185691,negative
BRD-K17375958,negative
BRD-K71249580,negative
BRD-K80832690,negative
BRD-K06373645,negative
BRD-K27009196,negative
BRD-K86832444,negative
BRD-K53632480,negative
BRD-K39431601,negative
BRD-K64417176,negative
BRD-K86097224,negative
BRD-K06240911,negative
BRD-K65541951,negative
BRD-K78122632,negative
BRD-K27161987,negative
BRD-K49148914,negative
BRD-K01651394,negative
BRD-K49866472,negative
BRD-K73365449,negative
BRD-K55380358,negative
BRD-K22668950,negative
BRD-K97440728,negative
BRD-K47716199,negative
BRD-K48714854,negative
BRD-K18793708,negative
BRD-K63366817,negative
BRD-K27635561,negative
BRD-K94412749,negative
BRD-K99786514,negative
BRD-K70794677,negative
BRD-K72464155,negative
BRD-K75990826,negative
BRD-K05500678,negative
BRD-K74830065,negative
BRD-K25337138,negative
BRD-K55251364,negative
BRD-K20582542,negative
BRD-K58377762,negative
BRD-K46298622,negative
BRD-K82440152,negative
BRD-K27571934,negative
BRD-K20806847,negative
BRD-K71585907,negative
BRD-K26449125,negative
BRD-K48849176,negative
BRD-K80000073,negative
BRD-K88676137,negative
BRD-K20810283,negative
BRD-K92079660,negative
BRD-K41970046,negative
BRD-K33903208,negative
BRD-M06931697,negative
BRD-K14356681,negative
BRD-K91898214,negative
BRD-K03346868,negative
BRD-K13633691,negative
BRD-K02544589,negative
BRD-K54676281,negative
BRD-K93104606,negative
BRD-K74140407,negative
BRD-A84066268,negative
BRD-K45515828,negative
BRD-K40294449,negative
BRD-K34327142,negative
BRD-K80848948,negative
BRD-K78310246,negative
BRD-K88328468,negative
BRD-K55231301,negative
BRD-K11022796,negative
BRD-K39841630,negative
BRD-K87079453,negative
BRD-K81582767,negative
BRD-K29266727,negative
BRD-K79025148,negative
BRD-K93958918,negative
BRD-K00846846,negative
BRD-K58731341,negative
BRD-K08043024,negative
BRD-K89165671,negative
BRD-K25638721,negative
BRD-K30803694,negative
BRD-K61861910,negative
BRD-K09076022,negative
BRD-K58781576,negative
BRD-K98790311,negative
BRD-K19073426,negative
BRD-K04192660,negative
BRD-K46261417,negative
BRD-K53174909,negative
BRD-K88449712,negative
BRD-K69006460,negative
BRD-K69516264,negative
BRD-K07278381,negative
BRD-K29128208,negative
BRD-K84023371,negative
BRD-K14187559,negative
BRD-K56711030,negative
BRD-K21246672,negative
BRD-K79876173,negative
BRD-K06574200,negative
BRD-K24685884,negative
BRD-K07479774,negative
BRD-K36618106,negative
BRD-K12313989,negative
BRD-K48528697,negative
BRD-K15502712,negative
BRD-K29768655,negative
BRD-K74200139,negative
BRD-K83754856,negative
BRD-K32132728,negative
BRD-K52240583,negative
BRD-K63841469,negative
BRD-K79080366,negative
BRD-K54395291,negative
BRD-K39245533,negative
BRD-K23406211,negative
BRD-K46811723,negative
BRD-K03056434,negative
BRD-K99994453,negative
BRD-K83325143,negative
BRD-K67526586,negative
BRD-K39332692,negative
BRD-K79967274,negative
BRD-K26799408,negative
BRD-K66115910,negative
BRD-K53798768,negative
BRD-K69962604,negative
BRD-K36159233,negative
BRD-K13275849,negative
BRD-K52465094,negative
BRD-K86059888,negative
BRD-K50413145,negative
BRD-K08844227,negative
BRD-K22778942,negative
BRD-K37838939,negative
BRD-K60237462,negative
BRD-K60245465,negative
BRD-K65837806,negative
BRD-K11054980,negative
BRD-K98463649,negative
BRD-K35716266,negative
BRD-K46718584,negative
BRD-K87010407,negative
BRD-K32833573,negative
BRD-K66755238,negative
BRD-K49723079,negative
BRD-K74504761,negative
BRD-K14123146,negative
BRD-K20098898,negative
BRD-K56664261,negative
BRD-K98793371,negative
BRD-K19529619,negative
BRD-K85169571,negative
BRD-K91443444,negative
BRD-K39001644,negative
BRD-K50949213,negative
BRD-K87268239,negative
BRD-K03188480,negative
BRD-K00342680,negative
BRD-K80059960,negative
BRD-K66555134,negative
BRD-K26792953,negative
BRD-K47247219,negative
BRD-K97226655,negative
BRD-K28995283,negative
BRD-K85498716,negative
BRD-K88914803,negative
BRD-K91188527,negative
BRD-K53931115,negative
BRD-K58010565,negative
BRD-K42831041,negative
BRD-K37317589,negative
BRD-K13542161,negative
BRD-K66689236,negative
BRD-K88817140,negative
BRD-K69873182,negative
BRD-K82021299,negative
BRD-K68937023,negative
BRD-K58590337,negative
BRD-K19949652,negative
BRD-K43857354,negative
BRD-K17712926,negative
BRD-K65790118,negative
BRD-K56349799,negative
BRD-K23506413,negative
BRD-K32654925,negative
BRD-K07967886,negative
BRD-K89995901,negative
BRD-K51266459,negative
BRD-K48415574,negative
BRD-K87311987,negative
BRD-K35944454,negative
BRD-K28377322,negative
BRD-K41023039,negative
BRD-K11609893,negative
BRD-K85064040,negative
BRD-K84522516,negative
BRD-K20754058,negative
BRD-K42482401,negative
BRD-K50160200,negative
BRD-K09244864,negative
BRD-K97925203,negative
BRD-K85352360,negative
BRD-K00977230,negative
BRD-K92434623,negative
BRD-K35701136,negative
BRD-K80711156,negative
BRD-K39685923,negative
BRD-K13544395,negative
BRD-K82825326,negative
BRD-A03684405,negative
BRD-K91721610,negative
BRD-K45043387,negative
BRD-K10721194,negative
BRD-K63403474,negative
BRD-K80564983,negative
BRD-K53914319,negative
BRD-K63375110,negative
BRD-K62366931,negative
BRD-K10813758,negative
BRD-K08179047,negative
BRD-K56990873,negative
BRD-K86182839,negative
BRD-K33881003,negative
BRD-K80747759,negative
BRD-K02581961,negative
BRD-K55196996,negative
BRD-K96093221,negative
BRD-K94479191,negative
BRD-K85359245,negative
BRD-K01071579,negative
BRD-K19114437,negative
BRD-K62528537,negative
BRD-K12589632,negative
BRD-K29407738,negative
BRD-K02133388,negative
BRD-M53302603,negative
BRD-K25473383,negative
BRD-K36994929,negative
BRD-K91735860,negative
BRD-K92186740,negative
BRD-K08590382,negative
